StockNo,Date,Open,High,Low,Close,PriceDifference,RiseOrNot
3130,0103/8/26,129,130.5,128,128,-1,0
3130,0103/8/27,129,129.5,128,129,1,1
3130,0103/8/28,129.5,130,129,129.5,0.5,1
3130,0103/8/29,129.5,132,129.5,132,2.5,1
3130,0103/9/4,133.5,135,133.5,135,1.5,1
3130,0103/9/5,135,135,132,135,0,0
3130,0103/9/9,135,135.5,135,135.5,0.5,1
3130,0103/9/10,134,137,133,137,1.5,1
3130,0103/9/11,136,136,133.5,133.5,-3.5,0
3130,0103/9/12,133.5,133.5,131,132.5,-1,0
3130,0103/9/15,131,131,127,129,-3.5,0
3130,0103/9/16,129,129,129,129,0,0
3130,0103/9/17,129,130,127,128,-1,0
3130,0103/9/18,128,129,126,126,-2,0
3130,0103/9/19,125,127.5,125,126,0,0
3130,0103/9/22,125,126,125,126,0,0
3130,0103/9/23,125,126,125,125,-1,0
3130,0103/9/24,124,124.5,123,124,-1,0
3130,0103/9/25,124.5,124.5,124,124.5,0.5,1
3130,0103/9/26,123,123.5,122,123,-1.5,0
3130,0103/9/29,123,123,121,123,0,0
3130,0103/9/30,122,125,121.5,125,2,1
3130,0103/10/6,127,127,126,126,0,0
3130,0103/10/7,127.5,129.5,126,126,0,0
3130,0103/10/8,126,127,125,126,0,0
3130,0103/10/9,125,126,125,126,0,0
3130,0103/10/13,124.5,125,123.5,124.5,-1.5,0
3130,0103/10/14,125,126,122,123,-1.5,0
3130,0103/10/15,122.5,123.5,120,120,-3,0
3130,0103/10/16,118,125,117,122.5,2.5,1
3130,0103/10/17,122.5,122.5,119.5,121,-1.5,0
3130,0103/10/20,122,122,120,120,-1,0
3130,0103/10/21,120,120,119,119,-1,0
3130,0103/10/22,120.5,121.5,120.5,121.5,2.5,1
3130,0103/10/23,121,121.5,121,121,-0.5,0
3130,0103/10/24,121,121,119,119,-2,0
3130,0103/10/27,119,119,118,119,0,0
3130,0103/10/28,120,120,118.5,120,1,1
3130,0103/10/29,119.5,121,119.5,120,0,0
3130,0103/10/30,120,120,119.5,120,0,0
3130,0103/10/31,121,122.5,121,122,2,1
3130,0103/11/6,122.5,122.5,121.5,121.5,-1,0
3130,0103/11/7,122.5,123.5,121.5,123.5,2,1
3130,0103/11/10,123,124.5,123,124.5,1,1
3130,0103/11/11,125,126.5,125,125,0.5,1
3130,0103/11/12,125.5,125.5,124,125,0,0
3130,0103/11/13,124,125,124,125,0,0
3130,0103/11/14,125,128,125,127.5,2.5,1
3130,0103/11/17,129,132,129,131,3.5,1
3130,0103/11/18,131.5,131.5,127.5,127.5,-3.5,0
3130,0103/11/19,128.5,129,127.5,127.5,0,0
3130,0103/11/20,127.5,127.5,126.5,126.5,-1,0
3130,0103/11/21,128,135,126.5,131.5,5,1
3130,0103/11/24,131.5,131.5,129,129,-2.5,0
3130,0103/11/25,130,137.5,129,136,7,1
3130,0103/11/26,136,144,135,140.5,4.5,1
3130,0103/11/27,141,141.5,137,137.5,-3,0
3130,0103/11/28,138.5,142.5,138,140.5,3,1
3130,0103/12/4,137,143.5,137,140.5,3.5,1
3130,0103/12/5,140.5,150,139.5,150,9.5,1
3130,0103/12/8,152.5,155.5,147,152.5,2.5,1
3130,0103/12/9,152,162,152,158.5,6,1
3130,0103/12/10,158.5,162,154,156.5,-2,0
3130,0103/12/11,155,157.5,153.5,156,-0.5,0
3130,0103/12/12,157,166.5,156.5,166.5,10.5,1
3130,0103/12/15,167.5,178,167.5,178,11.5,1
3130,0103/12/16,180.5,186.5,175,178,0,0
3130,0103/12/17,178.5,180,169.5,171,-7,0
3130,0103/12/18,172,178.5,172,175.5,4.5,1
3130,0103/12/19,177,178.5,163.5,163.5,-12,0
3130,0103/12/22,165,172.5,164.5,170,6.5,1
3130,0103/12/23,169,174.5,168,173.5,3.5,1
3130,0103/12/24,174,174,167.5,169,-4.5,0
3130,0103/12/25,169,170,167.5,167.5,-1.5,0
3130,0103/12/26,167,171.5,167,168.5,1,1
3130,0103/12/27,169.5,171,168.5,169,0.5,1
3130,0103/12/29,167,168.5,162,166.5,-2.5,0
3130,0103/12/30,167.5,168,163,163,-3.5,0
3130,0103/12/31,164.5,169,163,167.5,4.5,1
3130,0104/1/8,164,165,162,162.5,-0.5,0
3130,0104/1/8,164,165,162,162.5,-0.5,0
3130,0104/1/9,163,163,156,159,-3.5,0
3130,0104/1/9,163,163,156,159,-3.5,0
3130,0104/1/12,161,162,159.5,161.5,2.5,1
3130,0104/1/12,161,162,159.5,161.5,2.5,1
3130,0104/1/13,161.5,162,159,161.5,0,0
3130,0104/1/13,161.5,162,159,161.5,0,0
3130,0104/1/14,162,162.5,159,159.5,-2,0
3130,0104/1/14,162,162.5,159,159.5,-2,0
3130,0104/1/15,159.5,160.5,153.5,153.5,-6,0
3130,0104/1/15,159.5,160.5,153.5,153.5,-6,0
3130,0104/1/16,150,152.5,149,150,-3.5,0
3130,0104/1/16,150,152.5,149,150,-3.5,0
3130,0104/1/19,151,152,147.5,148,-2,0
3130,0104/1/19,151,152,147.5,148,-2,0
3130,0104/1/20,147,156.5,147,155.5,7.5,1
3130,0104/1/20,147,156.5,147,155.5,7.5,1
3130,0104/1/21,157,160,154,160,4.5,1
3130,0104/1/21,157,160,154,160,4.5,1
3130,0104/1/22,161,163,159.5,160,0,0
3130,0104/1/22,161,163,159.5,160,0,0
3130,0104/1/23,162,162,159,160.5,0.5,1
3130,0104/1/23,162,162,159,160.5,0.5,1
3130,0104/1/26,160.5,162,158,161,0.5,1
3130,0104/1/26,160.5,162,158,161,0.5,1
3130,0104/1/27,161,161,157.5,157.5,-3.5,0
3130,0104/1/27,161,161,157.5,157.5,-3.5,0
3130,0104/1/28,157,160,157,159.5,2,1
3130,0104/1/28,157,160,157,159.5,2,1
3130,0104/1/29,159,160.5,158,158,-1.5,0
3130,0104/1/29,159,160.5,158,158,-1.5,0
3130,0104/1/30,158,160,157.5,157.5,-0.5,0
3130,0104/1/30,158,160,157.5,157.5,-0.5,0
3130,0104/2/5,172,173,168,168.5,1.5,1
3130,0104/2/6,169,169,165,167.5,-1,0
3130,0104/2/9,168,168,165,166.5,-1,0
3130,0104/2/10,167,171.5,166,171,4.5,1
3130,0104/2/11,169.5,170,165.5,166,-5,0
3130,0104/2/12,165,165,161.5,161.5,-4.5,0
3130,0104/2/13,161,166.5,161,163,1.5,1
3130,0104/2/24,163,163,160.5,161.5,-1.5,0
3130,0104/2/25,162,162.5,160,160.5,-1,0
3130,0104/2/26,160.5,160.5,156,159.5,-1,0
3130,0104/3/5,164,172,163.5,169,6,1
3130,0104/3/6,169.5,171,167,168.5,-0.5,0
3130,0104/3/9,168.5,168.5,165,167.5,-1,0
3130,0104/3/10,167.5,167.5,166.5,166.5,-1,0
3130,0104/3/11,166.5,169.5,164,166.5,0,0
3130,0104/3/12,166.5,178,166,178,11.5,1
3130,0104/3/13,179,183.5,173,175,-3,0
3130,0104/3/16,175,180,175,180,5,1
3130,0104/3/17,180,184.5,178,184.5,4.5,1
3130,0104/3/18,185,189,182.5,186,1.5,1
3130,0104/3/19,186,186,182,182.5,-3.5,0
3130,0104/3/20,182.5,183,181,182,-0.5,0
3130,0104/3/23,183,184,179,179.5,-2.5,0
3130,0104/3/24,181,181,178,178.5,-1,0
3130,0104/3/25,180,190,180,188,9.5,1
3130,0104/3/26,187.5,194.5,185,185.5,-2.5,0
3130,0104/3/27,185.5,186,173,173,-12.5,0
3130,0104/3/30,173,174.5,168,170.5,-2.5,0
3130,0104/3/31,171,172,170.5,171,0.5,1
3130,0104/4/8,168,169,165.5,165.5,-4.5,0
3130,0104/4/9,165.5,168,165.5,167,1.5,1
3130,0104/4/10,167,167.5,165,165,-2,0
3130,0104/4/13,169,172,168,170.5,5.5,1
3130,0104/4/14,173,173,170.5,171,0.5,1
3130,0104/4/15,171,171,165,166,-5,0
3130,0104/4/16,168,169.5,166,166.5,0.5,1
3130,0104/4/17,168,168.5,167,167,0.5,1
3130,0104/4/20,165.5,166.5,165,165,-2,0
3130,0104/4/21,165,166,158.5,158.5,-6.5,0
3130,0104/4/22,158.5,159.5,156,158,-0.5,0
3130,0104/4/23,158,160,158,159.5,1.5,1
3130,0104/4/24,160,164,160,160,0.5,1
3130,0104/4/27,161,163.5,160,161,1,1
3130,0104/4/28,161,161.5,157.5,157.5,-3.5,0
3130,0104/4/29,157,158.5,157,157,-0.5,0
3130,0104/4/30,158,167.5,158,167.5,10.5,1
3130,0104/5/7,171,171,165.5,166,-4,0
3130,0104/5/8,167,167,163,163.5,-2.5,0
3130,0104/5/11,165,165,160,160.5,-3,0
3130,0104/5/12,161,162.5,157,159.5,-1,0
3130,0104/5/13,160,163,159,159,-0.5,0
3130,0104/5/14,159,159,157.5,159,0,0
3130,0104/5/15,159,161,159,159,0,0
3130,0104/5/18,158,159,157,157.5,-1.5,0
3130,0104/5/19,157.5,161,157.5,158,0.5,1
3130,0104/5/20,159,159.5,157,159.5,1.5,1
3130,0104/5/21,159,159.5,150.5,159,-0.5,0
3130,0104/5/22,159,159,158,158,-1,0
3130,0104/5/25,158,159,156.5,156.5,-1.5,0
3130,0104/5/26,157,158,156.5,157.5,1,1
3130,0104/5/27,157.5,157.5,155.5,155.5,-2,0
3130,0104/5/28,155,156.5,154.5,155.5,0,0
3130,0104/5/29,155.5,155.5,152.5,154.5,-1,0
3130,0104/6/4,154.5,154.5,146.5,146.5,-6.5,0
3130,0104/6/5,146.5,148,145,147.5,1,1
3130,0104/6/8,143.5,147,143,143,-4.5,0
3130,0104/6/9,141,144,138.5,138.5,-4.5,0
3130,0104/6/10,140,144,140,141,2.5,1
3130,0104/6/11,145,153.5,145,150.5,9.5,1
3130,0104/6/12,150.5,150.5,146,146,-4.5,0
3130,0104/6/15,146,146,143.5,143.5,-2.5,0
3130,0104/6/16,143,144,140.5,144,0.5,1
3130,0104/6/17,142.5,142.5,139,141,-3,0
3130,0104/6/18,142,143,141,141.5,0.5,1
3130,0104/6/22,142,144,142,144,2.5,1
3130,0104/6/23,146,151.5,146,149,5,1
3130,0104/6/24,149,150,146,147.5,-1.5,0
3130,0104/6/25,151,151,147.5,147.5,0,0
3130,0104/6/26,146.5,150,146.5,148.5,1,1
3130,0104/6/29,147.5,147.5,143,145,-3.5,0
3130,0104/6/30,145.5,147,145.5,146,1,1
3130,0104/7/6,143.5,146.5,143.5,146,0,0
3130,0104/7/7,149,149,140.5,145,-1,0
3130,0104/7/8,144,144,141,141.5,-3.5,0
3130,0104/7/9,140,142,138,140.5,-1,0
3130,0104/7/13,140,143,140,142,1.5,1
3130,0104/7/14,142,144,141,141,-1,0
3130,0104/7/15,143,143,140,141,0,0
3130,0104/7/16,148,155,146,155,14,1
3130,0104/7/17,157,164.5,155,163,8,1
3130,0104/7/20,154.5,155.5,150,151,X0.00,1
3130,0104/7/21,152,158,151,151.5,0.5,1
3130,0104/7/22,152.5,154,151,151.5,0,0
3130,0104/7/23,151.5,153.5,150,153.5,2,1
3130,0104/7/24,154.5,154.5,148.5,150,-3.5,0
3130,0104/7/27,147.5,148.5,137,138,-12,0
3130,0104/7/28,138,142.5,138,140.5,2.5,1
3130,0104/7/29,142,142,140,140.5,0,0
3130,0104/7/30,141,144.5,140,140.5,0,0
3130,0104/7/31,141.5,142.5,141,142,1.5,1
3130,0104/8/6,137,137,135,135,-1.5,0
3130,0104/8/7,131.5,135.5,130,134.5,-0.5,0
3130,0104/8/10,133.5,138,132,137,2.5,1
3130,0104/8/11,138,138.5,137,137,0,0
3130,0104/8/12,137,142,134.5,140,3,1
3130,0104/8/13,140,140,137,138,-2,0
3130,0104/8/14,138,138.5,135,136.5,-1.5,0
3130,0104/8/17,141.5,149.5,141.5,145,8.5,1
3130,0104/8/18,146,146.5,145,145,0,0
3130,0104/8/19,141.5,142,140,142,-3,0
3130,0104/8/20,140,145,140,145,3,1
3130,0104/8/21,143,143,140.5,140.5,-4.5,0
3130,0104/8/24,138,138,131,132,-8.5,0
3130,0104/8/25,131,140,130,135,3,1
3130,0104/8/26,135,138.5,135,138.5,3.5,1
3130,0104/8/27,138.5,140,138.5,138.5,0,0
3130,0104/8/28,146,146,140.5,140.5,2,1
3130,0104/8/31,143,143,139,139.5,-1,0
3130,0104/9/4,140,141.5,138,138,-3.5,0
3130,0104/9/7,136.5,141.5,136.5,139,1,1
3130,0104/9/8,139,139,138.5,138.5,-0.5,0
3130,0104/9/9,140,144,140,144,5.5,1
3130,0104/9/10,144,147,144,144.5,0.5,1
3130,0104/9/11,144,148.5,144,147,2.5,1
3130,0104/9/14,147.5,149,146,149,2,1
3130,0104/9/15,0,0,0,0,0,0
3130,0104/9/16,149,149.5,149,149.5,X0.00,1
3130,0104/9/17,144.5,149.5,144.5,148,-1.5,0
3130,0104/9/18,146,148,145.5,148,0,0
3130,0104/9/21,146,146,142,142.5,-5.5,0
3130,0104/9/22,142,145,141.5,145,2.5,1
3130,0104/9/23,142,144.5,142,144,-1,0
3130,0104/9/24,143,143.5,142,142,-2,0
3130,0104/9/25,142,142,142,142,0,0
3130,0104/9/30,144,144,144,144,2,1
3130,0104/10/6,148,148,146,147.5,-0.5,0
3130,0104/10/7,147,147.5,146.5,147.5,0,0
3130,0104/10/8,147.5,148,146,147,-0.5,0
3130,0104/10/12,151,151,146.5,147,0,0
3130,0104/10/13,147,147,146,146,-1,0
3130,0104/10/14,146,146,146,146,0,0
3130,0104/10/15,146,147,145,147,1,1
3130,0104/10/16,150,154.5,148.5,151.5,4.5,1
3130,0104/10/19,150.5,153.5,149.5,153,1.5,1
3130,0104/10/20,153,154,150,151.5,-1.5,0
3130,0104/10/21,151.5,155,151.5,153,1.5,1
3130,0104/10/22,152,154,151,151.5,-1.5,0
3130,0104/10/23,152.5,152.5,150,151.5,0,0
3130,0104/10/26,151.5,153.5,151.5,151.5,0,0
3130,0104/10/27,150.5,152.5,150.5,150.5,-1,0
3130,0104/10/28,150,154,150,152.5,2,1
3130,0104/10/29,152,152,150.5,150.5,-2,0
3130,0104/10/30,149,152.5,148,148.5,-2,0
3130,0104/11/5,151,155,150,150,-1,0
3130,0104/11/6,150,150,146,148,-2,0
3130,0104/11/9,148,148,144,145,-3,0
3130,0104/11/10,142.5,143.5,142,143,-2,0
3130,0104/11/11,142,143,141.5,143,0,0
3130,0104/11/12,142,142,141.5,142,-1,0
3130,0104/11/13,141.5,144,141,141.5,-0.5,0
3130,0104/11/16,140,142,140,142,0.5,1
3130,0104/11/17,141,151.5,141,143.5,1.5,1
3130,0104/11/18,142,147.5,142,142.5,-1,0
3130,0104/11/19,143,143.5,142.5,143,0.5,1
3130,0104/11/20,143,143,141.5,141.5,-1.5,0
3130,0104/11/23,141,145,140.5,142.5,1,1
3130,0104/11/24,142.5,143.5,141,141,-1.5,0
3130,0104/11/25,141.5,143.5,140,140.5,-0.5,0
3130,0104/11/26,141,142,140.5,140.5,0,0
3130,0104/11/27,140.5,141.5,140,141.5,1,1
3130,0104/11/30,141.5,141.5,140,140,-1.5,0
3130,0104/12/4,142.5,142.5,140.5,140.5,-2,0
3130,0104/12/7,140.5,141,140.5,141,0.5,1
3130,0104/12/8,141,141,140,140,-1,0
3130,0104/12/9,139,141.5,138,140,0,0
3130,0104/12/10,140,140,138,138,-2,0
3130,0104/12/11,138,138.5,138,138.5,0.5,1
3130,0104/12/14,138.5,138.5,137.5,138,-0.5,0
3130,0104/12/15,138,141.5,137.5,138.5,0.5,1
3130,0104/12/16,138.5,138.5,138.5,138.5,0,0
3130,0104/12/17,138.5,140,138.5,140,1.5,1
3130,0104/12/18,140,140,137.5,138,-2,0
3130,0104/12/21,138,138,138,138,0,0
3130,0104/12/22,138.5,139.5,138,139.5,1.5,1
3130,0104/12/23,140,141.5,140,140,0.5,1
3130,0104/12/24,140,141,139.5,141,1,1
3130,0104/12/25,141,141,140,140,-1,0
3130,0104/12/28,140,140,139.5,139.5,-0.5,0
3130,0104/12/29,139.5,139.5,137,139.5,0,0
3130,0104/12/30,139.5,139.5,138.5,138.5,-1,0
3130,0104/12/31,138.5,139.5,138,139.5,1,1
3130,0105/1/7,138,138,136.5,138,0,0
3130,0105/1/7,138,138,136.5,138,0,0
3130,0105/1/8,137.5,140,137,137,-1,0
3130,0105/1/8,137.5,140,137,137,-1,0
3130,0105/1/11,137,137.5,136.5,137.5,0.5,1
3130,0105/1/11,137,137.5,136.5,137.5,0.5,1
3130,0105/1/12,137,138,136.5,137,-0.5,0
3130,0105/1/12,137,138,136.5,137,-0.5,0
3130,0105/1/13,136,138,135.5,138,1,1
3130,0105/1/13,136,138,135.5,138,1,1
3130,0105/1/14,136,138.5,136,138.5,0.5,1
3130,0105/1/14,136,138.5,136,138.5,0.5,1
3130,0105/1/15,138,138,137.5,137.5,-1,0
3130,0105/1/15,138,138,137.5,137.5,-1,0
3130,0105/1/18,140,141,139,141,3.5,1
3130,0105/1/18,140,141,139,141,3.5,1
3130,0105/1/19,141,142,141,142,1,1
3130,0105/1/19,141,142,141,142,1,1
3130,0105/1/20,140,140,137.5,137.5,-4.5,0
3130,0105/1/20,140,140,137.5,137.5,-4.5,0
3130,0105/1/21,139.5,139.5,135,137.5,0,0
3130,0105/1/21,139.5,139.5,135,137.5,0,0
3130,0105/1/22,138,138,137.5,137.5,0,0
3130,0105/1/22,138,138,137.5,137.5,0,0
3130,0105/1/25,137,138,137,137.5,0,0
3130,0105/1/25,137,138,137,137.5,0,0
3130,0105/1/26,138,138,137.5,137.5,0,0
3130,0105/1/26,138,138,137.5,137.5,0,0
3130,0105/1/27,138,138,138,138,0.5,1
3130,0105/1/27,138,138,138,138,0.5,1
3130,0105/1/28,138,139,138,139,1,1
3130,0105/1/28,138,139,138,139,1,1
3130,0105/1/29,138,140,138,139,0,0
3130,0105/1/29,138,140,138,139,0,0
3130,0105/1/30,139,140,139,140,1,1
3130,0105/1/30,139,140,139,140,1,1
3130,0105/2/15,142,142,140,141,-1,0
3130,0105/2/16,139.5,139.5,137,137.5,-3.5,0
3130,0105/2/17,137.5,137.5,135,137.5,0,0
3130,0105/2/18,137,138.5,137,138.5,1,1
3130,0105/2/19,138,138,137,137,-1.5,0
3130,0105/2/22,138,138,138,138,1,1
3130,0105/2/23,138,138,138,138,0,0
3130,0105/2/24,138,139,136.5,139,1,1
3130,0105/2/25,138.5,138.5,138.5,138.5,-0.5,0
3130,0105/2/26,0,0,0,0,0,0
3130,0105/3/4,138,139,138,139,0.5,1
3130,0105/3/7,139,142,138.5,142,3,1
3130,0105/3/8,140,140,140,140,-2,0
3130,0105/3/9,141,141,140,140,0,0
3130,0105/3/10,140,141.5,140,140,0,0
3130,0105/3/11,139,141,139,140,0,0
3130,0105/3/14,139.5,140,139.5,139.5,-0.5,0
3130,0105/3/15,139,142,139,140.5,1,1
3130,0105/3/16,141.5,141.5,141,141,0.5,1
3130,0105/3/17,140,140,139.5,139.5,-1.5,0
3130,0105/3/18,139,140,138.5,139.5,0,0
3130,0105/3/21,140,140,139,139.5,0,0
3130,0105/3/22,138.5,140,138.5,140,0.5,1
3130,0105/3/23,140,140.5,140,140,0,0
3130,0105/3/24,141,142,140,140,0,0
3130,0105/3/25,140,140,140,140,0,0
3130,0105/3/28,140,140,139.5,139.5,-0.5,0
3130,0105/3/29,141.5,142,139.5,139.5,0,0
3130,0105/3/30,139.5,140,139.5,140,0.5,1
3130,0105/3/31,140.5,141,140.5,140.5,0.5,1
3130,0105/4/8,140,140,140,140,0,0
3130,0105/4/11,140,140,140,140,0,0
3130,0105/4/12,140,140,139,140,0,0
3130,0105/4/13,0,0,0,0,0,0
3130,0105/4/14,139.5,139.5,139.5,139.5,X0.00,1
3130,0105/4/15,142,142,139,139,-0.5,0
3130,0105/4/18,141,150,141,143,4,1
3130,0105/4/19,143.5,143.5,141,142,-1,0
3130,0105/4/20,143.5,143.5,140.5,140.5,-1.5,0
3130,0105/4/21,141,141,140.5,140.5,0,0
3130,0105/4/22,140,140,138.5,138.5,-2,0
3130,0105/4/25,139.5,139.5,139,139,0.5,1
3130,0105/4/26,140.5,140.5,140,140,1,1
3130,0105/4/27,139,140,139,139,-1,0
3130,0105/4/28,139,139,139,139,0,0
3130,0105/4/29,139,140,139,140,1,1
3130,0105/5/6,140.5,140.5,140.5,140.5,1.5,1
3130,0105/5/9,142,142,140.5,141,0.5,1
3130,0105/5/10,142,142,139.5,139.5,-1.5,0
3130,0105/5/11,139.5,139.5,139.5,139.5,0,0
3130,0105/5/12,139.5,139.5,139.5,139.5,0,0
3130,0105/5/13,139,139,137,138.5,-1,0
3130,0105/5/16,139,139,136.5,136.5,-2,0
3130,0105/5/17,145,145,141.5,143,6.5,1
3130,0105/5/18,142.5,142.5,140,140,-3,0
3130,0105/5/19,141,141,139.5,139.5,-0.5,0
3130,0105/5/20,139.5,139.5,139.5,139.5,0,0
3130,0105/5/23,141.5,141.5,140.5,140.5,1,1
3130,0105/5/24,140.5,141,140,141,0.5,1
3130,0105/5/25,141,141,140.5,141,0,0
3130,0105/5/26,140,140,140,140,-1,0
3130,0105/5/27,0,0,0,0,0,0
3130,0105/5/30,140,140,140,140,X0.00,1
3130,0105/5/31,141,141,140,141,1,1
3130,0105/6/4,141,141,141,141,1,1
3130,0105/6/6,140,140.5,139.5,140,-1,0
3130,0105/6/7,140,141,140,141,1,1
3130,0105/6/8,140,140,140,140,-1,0
3130,0105/6/13,140,141,139,139,-1,0
3130,0105/6/14,138.5,139.5,138.5,139.5,0.5,1
3130,0105/6/15,139,139.5,139,139.5,0,0
3130,0105/6/16,139,139,137.5,137.5,-2,0
3130,0105/6/17,138,139.5,138,139,1.5,1
3130,0105/6/20,140,140,139.5,139.5,0.5,1
3130,0105/6/21,139.5,140,139.5,140,0.5,1
3130,0105/6/22,0,0,0,0,0,0
3130,0105/6/23,139.5,139.5,139.5,139.5,X0.00,1
3130,0105/6/24,140,140,138,138,-1.5,0
3130,0105/6/27,140,140,140,140,2,1
3130,0105/6/28,139.5,139.5,138.5,138.5,-1.5,0
3130,0105/6/29,140,140,139,139,0.5,1
3130,0105/6/30,139,139,139,139,0,0
3130,0105/7/6,138,138,137,137.5,-1.5,0
3130,0105/7/7,138.5,138.5,137.5,137.5,0,0
3130,0105/7/11,137.5,139,137.5,139,1.5,1
3130,0105/7/12,139,140,139,139.5,0.5,1
3130,0105/7/13,140,140.5,139.5,139.5,0,0
3130,0105/7/14,139,139,139,139,-0.5,0
3130,0105/7/15,139.5,140,139,139,0,0
3130,0105/7/18,143,145,141.5,143,4,1
3130,0105/7/19,144.5,144.5,142.5,143,0,0
3130,0105/7/20,143.5,146,143.5,144,1,1
3130,0105/7/21,137,137.5,135,135.5,X0.00,1
3130,0105/7/22,135,138,135,136.5,1,1
3130,0105/7/25,138,138,136,136,-0.5,0
3130,0105/7/26,136,136,135.5,135.5,-0.5,0
3130,0105/7/27,136.5,136.5,135,135.5,0,0
3130,0105/7/28,135,135.5,134,134,-1.5,0
3130,0105/7/29,135,136,135,135,1,1
3130,0105/8/4,136.5,137,136.5,136.5,0,0
3130,0105/8/5,136.5,138,136.5,138,1.5,1
3130,0105/8/8,137,137.5,136.5,136.5,-1.5,0
3130,0105/8/9,136.5,137,136,137,0.5,1
3130,0105/8/10,136.5,137,136.5,137,0,0
3130,0105/8/11,137,137,136.5,137,0,0
3130,0105/8/12,137,137,137,137,0,0
3130,0105/8/15,137.5,141.5,137.5,139.5,2.5,1
3130,0105/8/16,142,144,140.5,141.5,2,1
3130,0105/8/17,141.5,148,141.5,144.5,3,1
3130,0105/8/18,146,158,146,153,8.5,1
3130,0105/8/19,154,156,150,151.5,-1.5,0
3130,0105/8/22,151.5,151.5,146,146.5,-5,0
3130,0105/8/23,147.5,150,147.5,148,1.5,1
3130,0105/8/24,151,151,146,146,-2,0
3130,0105/8/25,147,147.5,146.5,146.5,0.5,1
3130,0105/8/26,147,147.5,146,146,-0.5,0
3130,0105/8/29,147.5,147.5,145,145,-1,0
3130,0105/8/30,146,146.5,145,145,0,0
3130,0105/8/31,147.5,147.5,145,145,0,0
3130,0105/9/6,142,142.5,141.5,142.5,0.5,1
3130,0105/9/7,142.5,142.5,139,141,-1.5,0
3130,0105/9/8,142,143,142,142.5,1.5,1
3130,0105/9/9,142.5,143.5,142.5,142.5,0,0
3130,0105/9/10,140,142.5,140,142,-0.5,0
3130,0105/9/12,141.5,142,141,141,-1,0
3130,0105/9/13,141,141.5,139.5,141,0,0
3130,0105/9/14,140,140.5,139.5,140.5,-0.5,0
3130,0105/9/19,140.5,141,139.5,140,-0.5,0
3130,0105/9/20,140,140,140,140,0,0
3130,0105/9/21,140,141,140,141,1,1
3130,0105/9/22,141,141,139.5,140,-1,0
3130,0105/9/23,140.5,140.5,140,140,0,0
3130,0105/9/26,139.5,139.5,139,139,-1,0
3130,0105/9/29,138.5,139,138.5,139,0,0
3130,0105/9/30,138.5,139,138.5,138.5,-0.5,0
3130,0105/10/6,140,140,139,140,0,0
3130,0105/10/7,140,141,140,141,1,1
3130,0105/10/11,141,141.5,137.5,138.5,-2.5,0
3130,0105/10/12,137.5,139,137,139,0.5,1
3130,0105/10/13,138.5,138.5,138.5,138.5,-0.5,0
3130,0105/10/14,139,139.5,138,138,-0.5,0
3130,0105/10/17,138,138,137.5,137.5,-0.5,0
3130,0105/10/18,138.5,138.5,137.5,137.5,0,0
3130,0105/10/19,138,138,137.5,137.5,0,0
3130,0105/10/20,137.5,137.5,136.5,137.5,0,0
3130,0105/10/21,137,137.5,136.5,137,-0.5,0
3130,0105/10/24,137,137.5,137,137.5,0.5,1
3130,0105/10/25,137,137,136.5,137,-0.5,0
3130,0105/10/26,136.5,137,136.5,136.5,-0.5,0
3130,0105/10/27,137,137,136.5,137,0.5,1
3130,0105/10/28,137,137,136.5,137,0,0
3130,0105/10/31,137.5,137.5,137,137,0,0
3130,0105/11/4,136,136,136,136,1,1
3130,0105/11/7,138,138,136.5,137,1,1
3130,0105/11/8,137,137,136,136,-1,0
3130,0105/11/9,136,136,134.5,134.5,-1.5,0
3130,0105/11/10,136.5,136.5,136,136.5,2,1
3130,0105/11/11,136.5,137,136.5,136.5,0,0
3130,0105/11/14,136.5,137,136.5,136.5,0,0
3130,0105/11/15,137,137,136.5,137,0.5,1
3130,0105/11/16,136.5,137,136,136,-1,0
3130,0105/11/17,136,136,135,135.5,-0.5,0
3130,0105/11/18,135.5,137,135.5,137,1.5,1
3130,0105/11/21,136,136,136,136,-1,0
3130,0105/11/22,136.5,137,136.5,136.5,0.5,1
3130,0105/11/23,136.5,136.5,136.5,136.5,0,0
3130,0105/11/24,0,0,0,0,0,0
3130,0105/11/25,136.5,136.5,136.5,136.5,X0.00,1
3130,0105/11/28,137,137.5,136.5,137.5,1,1
3130,0105/11/29,137,137,137,137,-0.5,0
3130,0105/11/30,137,137,137,137,0,0
3130,0105/12/6,136.5,136.5,135.5,135.5,0,0
3130,0105/12/7,136,136,136,136,0.5,1
3130,0105/12/8,136,137,136,136.5,0.5,1
3130,0105/12/9,136.5,136.5,135.5,136,-0.5,0
3130,0105/12/12,136,137,135.5,136.5,0.5,1
3130,0105/12/13,136.5,136.5,136.5,136.5,0,0
3130,0105/12/14,136.5,136.5,135.5,136.5,0,0
3130,0105/12/15,136.5,136.5,136.5,136.5,0,0
3130,0105/12/16,136.5,137,136.5,137,0.5,1
3130,0105/12/19,137,138.5,136.5,138,1,1
3130,0105/12/20,139,141.5,138.5,139,1,1
3130,0105/12/21,139.5,139.5,138,138.5,-0.5,0
3130,0105/12/22,138,139,137.5,139,0.5,1
3130,0105/12/23,139,139.5,139,139,0,0
3130,0105/12/26,138.5,139,138.5,139,0,0
3130,0105/12/27,141,141,139,139,0,0
3130,0105/12/28,138.5,139.5,138.5,139,0,0
